Compiler Name                         | Name
rv64-cgcc940                          | RISC-V rv64gc gcc 9.4.0
friscvg1220                           | RISCV (32bit) gfortran 12.2.0
friscv64g1220                         | RISCV64 gfortran 12.2.0
racket86                              | Racket 8.6
raspbian10                            | Raspbian Buster
craspbian10                           | Raspbian Buster
raspbian9                             | Raspbian Stretch
craspbian9                            | Raspbian Stretch
ruby259                               | Ruby 2.5.9
ruby268                               | Ruby 2.6.8
ruby274                               | Ruby 2.7.4
ruby302                               | Ruby 3.0.2
s390x_gltip                           | S390X gc (tip)
s390x_gl114                           | S390X gc 1.14
s390x_gl115                           | S390X gc 1.15
s390x_gl116                           | S390X gc 1.16
s390x_gl117                           | S390X gc 1.17
s390x_gl118                           | S390X gc 1.18
s390x_gl119                           | S390X gc 1.19
gccgos390x1220                        | S390X gccgo 12.2.0
sdcc400                               | SDCC 4.0.0
sdcc410                               | SDCC 4.1.0
sparcleong1220                        | SPARC LEON gcc 12.2.0
csparcleong1220                       | SPARC LEON gcc 12.2.0
objcsparcleong1220                    | SPARC LEON gcc 12.2.0
fsparcleong1220                       | SPARC LEON gfortran 12.2.0
sparcg1220                            | SPARC gcc 12.2.0
csparcg1220                           | SPARC gcc 12.2.0
objcsparcg1220                        | SPARC gcc 12.2.0
gccgosparc1220                        | SPARC gccgo 12.2.0
fsparcg1220                           | SPARC gfortran 12.2.0
sparc64g1220                          | SPARC64 gcc 12.2.0
csparc64g1220                         | SPARC64 gcc 12.2.0
objcsparc64g1220                      | SPARC64 gcc 12.2.0
gccgosparc641220                      | SPARC64 gccgo 12.2.0
fsparc64g1220                         | SPARC64 gfortran 12.2.0
tinycctrunk                           | TCC (trunk)
tinycc0927                            | TCC 0.9.27
c6xg1220                              | TI C6x gcc 12.2.0
cc6xg1220                             | TI C6x gcc 12.2.0
cl4302161                             | TI CL430 21.6.1
ccl4302161                            | TI CL430 21.6.1
tsc_0_0_20_gc                         | TypeScript Native Compiler 0.0.pre20 JIT (GC)
tsc_0_0_20_nogc                       | TypeScript Native Compiler 0.0.pre20 JIT (No GC)
wasm_gltip                            | WASM gc (tip)
wasm_gl114                            | WASM gc 1.14
wasm_gl115                            | WASM gc 1.15
wasm_gl116                            | WASM gc 1.16
wasm_gl117                            | WASM gc 1.17
wasm_gl118                            | WASM gc 1.18
wasm_gl119                            | WASM gc 1.19
wasm32clang                           | WebAssembly clang (trunk)
wasm32cclang                          | WebAssembly clang (trunk)
esp32g2022r1                          | Xtensa ESP32 gcc 11.2.0 (2022r1)
esp32g2019r2                          | Xtensa ESP32 gcc 8.2.0 (2019r2)
cesp32g2019r2                         | Xtensa ESP32 gcc 8.2.0 (2019r2)
esp32g2020r1                          | Xtensa ESP32 gcc 8.2.0 (2020r1)
cesp32g2020r1                         | Xtensa ESP32 gcc 8.2.0 (2020r1)
esp32g2020r2                          | Xtensa ESP32 gcc 8.2.0 (2020r2)
cesp32g2020r2                         | Xtensa ESP32 gcc 8.2.0 (2020r2)
esp32g2020r3                          | Xtensa ESP32 gcc 8.4.0 (2020r3)
cesp32g2020r3                         | Xtensa ESP32 gcc 8.4.0 (2020r3)
esp32g2021r1                          | Xtensa ESP32 gcc 8.4.0 (2021r1)
cesp32g2021r1                         | Xtensa ESP32 gcc 8.4.0 (2021r1)
esp32g2021r2                          | Xtensa ESP32 gcc 8.4.0 (2021r2)
cesp32g2021r2                         | Xtensa ESP32 gcc 8.4.0 (2021r2)
esp32s2g2022r1                        | Xtensa ESP32-S2 gcc 11.2.0 (2022r1)
esp32s2g2019r2                        | Xtensa ESP32-S2 gcc 8.2.0 (2019r2)
cesp32s2g2019r2                       | Xtensa ESP32-S2 gcc 8.2.0 (2019r2)
esp32s2g2020r1                        | Xtensa ESP32-S2 gcc 8.2.0 (2020r1)
cesp32s2g2020r1                       | Xtensa ESP32-S2 gcc 8.2.0 (2020r1)
esp32s2g2020r2                        | Xtensa ESP32-S2 gcc 8.2.0 (2020r2)
cesp32s2g2020r2                       | Xtensa ESP32-S2 gcc 8.2.0 (2020r2)
esp32s2g2020r3                        | Xtensa ESP32-S2 gcc 8.4.0 (2020r3)
cesp32s2g2020r3                       | Xtensa ESP32-S2 gcc 8.4.0 (2020r3)
esp32s2g2021r1                        | Xtensa ESP32-S2 gcc 8.4.0 (2021r1)
cesp32s2g2021r1                       | Xtensa ESP32-S2 gcc 8.4.0 (2021r1)
esp32s2g2021r2                        | Xtensa ESP32-S2 gcc 8.4.0 (2021r2)
cesp32s2g2021r2                       | Xtensa ESP32-S2 gcc 8.4.0 (2021r2)
esp32s3g2022r1                        | Xtensa ESP32-S3 gcc 11.2.0 (2022r1)
esp32s3g2020r3                        | Xtensa ESP32-S3 gcc 8.4.0 (2020r3)
cesp32s3g2020r3                       | Xtensa ESP32-S3 gcc 8.4.0 (2020r3)
esp32s3g2021r1                        | Xtensa ESP32-S3 gcc 8.4.0 (2021r1)
cesp32s3g2021r1                       | Xtensa ESP32-S3 gcc 8.4.0 (2021r1)
esp32s3g2021r2                        | Xtensa ESP32-S3 gcc 8.4.0 (2021r2)
cesp32s3g2021r2                       | Xtensa ESP32-S3 gcc 8.4.0 (2021r2)
gdcarm1220                            | arm 12.2.0
gnatarm103                            | arm gnat 10.3.0-2 (Alire)
gnatarm112                            | arm gnat 11.2.0-3 (Alire)
gdcarm641220                          | arm64 12.2.0
gnatarm641210                         | arm64 gnat 12.1.0
gnatarm641220                         | arm64 gnat 12.2.0
vcpp_v19_28_VS16_9_arm64              | arm64 msvc v19.28 VS16.9
vc_v19_28_VS16_9_arm64                | arm64 msvc v19.28 VS16.9
vcpp_v19_29_VS16_10_arm64             | arm64 msvc v19.29 VS16.10
vc_v19_29_VS16_10_arm64               | arm64 msvc v19.29 VS16.10
vcpp_v19_29_VS16_11_arm64             | arm64 msvc v19.29 VS16.11
vc_v19_29_VS16_11_arm64               | arm64 msvc v19.29 VS16.11
vcpp_v19_30_arm64                     | arm64 msvc v19.30
vc_v19_30_arm64                       | arm64 msvc v19.30
vcpp_v19_31_arm64                     | arm64 msvc v19.31
vc_v19_31_arm64                       | arm64 msvc v19.31
vcpp_v19_32_arm64                     | arm64 msvc v19.32
vc_v19_32_arm64                       | arm64 msvc v19.32
vcpp_v19_33_arm64                     | arm64 msvc v19.33
vc_v19_33_arm64                       | arm64 msvc v19.33
vcpp_v19_latest_arm64                 | arm64 msvc v19.latest
vc_v19_latest_arm64                   | arm64 msvc v19.latest
armv7-clang-trunk                     | armv7-a clang (trunk)
armv7-cclang-trunk                    | armv7-a clang (trunk)
armv7-cpp4oclclang-trunk              | armv7-a clang (trunk)
armv7-oclcclang-trunk                 | armv7-a clang (trunk)
armv7-cpp4oclclang-trunk-assertions   | armv7-a clang (trunk, assertions)
armv7-oclcclang-trunk-assertions      | armv7-a clang (trunk, assertions)
armv7-clang1000                       | armv7-a clang 10.0.0
armv7-cclang1000                      | armv7-a clang 10.0.0
armv7-cpp4oclclang1000                | armv7-a clang 10.0.0
armv7-oclcclang1000                   | armv7-a clang 10.0.0
armv7-clang1001                       | armv7-a clang 10.0.1
armv7-cclang1001                      | armv7-a clang 10.0.1
armv7-cpp4oclclang1001                | armv7-a clang 10.0.1
armv7-oclcclang1001                   | armv7-a clang 10.0.1
armv7-clang1100                       | armv7-a clang 11.0.0
armv7-cclang1100                      | armv7-a clang 11.0.0
armv7-cpp4oclclang1100                | armv7-a clang 11.0.0
armv7-oclcclang1100                   | armv7-a clang 11.0.0
armv7-clang1101                       | armv7-a clang 11.0.1
armv7-cclang1101                      | armv7-a clang 11.0.1
armv7-cpp4oclclang1101                | armv7-a clang 11.0.1
armv7-oclcclang1101                   | armv7-a clang 11.0.1
armv7-cclang1200                      | armv7-a clang 12.0.0
armv7-cpp4oclclang1200                | armv7-a clang 12.0.0
armv7-oclcclang1200                   | armv7-a clang 12.0.0
armv7-cclang1201                      | armv7-a clang 12.0.1
armv7-cclang1300                      | armv7-a clang 13.0.0
armv7-cpp4oclclang1300                | armv7-a clang 13.0.0
armv7-oclcclang1300                   | armv7-a clang 13.0.0
armv7-cclang1301                      | armv7-a clang 13.0.1
armv7-cclang1400                      | armv7-a clang 14.0.0
armv7-cpp4oclclang1400                | armv7-a clang 14.0.0
armv7-oclcclang1400                   | armv7-a clang 14.0.0
armv7-cclang1500                      | armv7-a clang 15.0.0
armv7-cpp4oclclang1500                | armv7-a clang 15.0.0
armv7-oclcclang1500                   | armv7-a clang 15.0.0
armv7-cclang1600                      | armv7-a clang 16.0.0
armv7-clang900                        | armv7-a clang 9.0.0
armv7-cclang900                       | armv7-a clang 9.0.0
armv7-oclcclang900                    | armv7-a clang 9.0.0
armv7-clang901                        | armv7-a clang 9.0.1
armv7-cclang901                       | armv7-a clang 9.0.1
armv7-oclcclang901                    | armv7-a clang 9.0.1
armv8-clang-trunk                     | armv8-a clang (trunk)
armv8-cclang-trunk                    | armv8-a clang (trunk)
armv8-cpp4oclclang-trunk              | armv8-a clang (trunk)
armv8-oclcclang-trunk                 | armv8-a clang (trunk)
armv8-full-clang-trunk                | armv8-a clang (trunk, all architectural features)
armv8-full-cclang-trunk               | armv8-a clang (trunk, all architectural features)
armv8-full-cpp4oclclang-trunk         | armv8-a clang (trunk, all architectural features)
armv8-full-oclcclang-trunk            | armv8-a clang (trunk, all architectural features)
armv8-cpp4oclclang-trunk-assertions   | armv8-a clang (trunk, assertions)
armv8-oclcclang-trunk-assertions      | armv8-a clang (trunk, assertions)
armv8-clang1000                       | armv8-a clang 10.0.0
armv8-cclang1000                      | armv8-a clang 10.0.0
armv8-cpp4oclclang1000                | armv8-a clang 10.0.0
armv8-oclcclang1000                   | armv8-a clang 10.0.0
armv8-clang1001                       | armv8-a clang 10.0.1
armv8-cclang1001                      | armv8-a clang 10.0.1
armv8-cpp4oclclang1001                | armv8-a clang 10.0.1
armv8-oclcclang1001                   | armv8-a clang 10.0.1
armv8-clang1100                       | armv8-a clang 11.0.0
armv8-cclang1100                      | armv8-a clang 11.0.0
armv8-cpp4oclclang1100                | armv8-a clang 11.0.0
armv8-oclcclang1100                   | armv8-a clang 11.0.0
armv8-clang1101                       | armv8-a clang 11.0.1
armv8-cclang1101                      | armv8-a clang 11.0.1
armv8-cpp4oclclang1101                | armv8-a clang 11.0.1
armv8-oclcclang1101                   | armv8-a clang 11.0.1
armv8-clang1200                       | armv8-a clang 12.0.0
armv8-cclang1200                      | armv8-a clang 12.0.0
armv8-cpp4oclclang1200                | armv8-a clang 12.0.0
armv8-oclcclang1200                   | armv8-a clang 12.0.0
armv8-cclang1201                      | armv8-a clang 12.0.1
armv8-clang1300                       | armv8-a clang 13.0.0
armv8-cclang1300                      | armv8-a clang 13.0.0
armv8-cpp4oclclang1300                | armv8-a clang 13.0.0
armv8-oclcclang1300                   | armv8-a clang 13.0.0
armv8-cclang1301                      | armv8-a clang 13.0.1
armv8-clang1400                       | armv8-a clang 14.0.0
armv8-cclang1400                      | armv8-a clang 14.0.0
armv8-cpp4oclclang1400                | armv8-a clang 14.0.0
armv8-oclcclang1400                   | armv8-a clang 14.0.0
armv8-clang1500                       | armv8-a clang 15.0.0
armv8-cclang1500                      | armv8-a clang 15.0.0
armv8-cpp4oclclang1500                | armv8-a clang 15.0.0
armv8-oclcclang1500                   | armv8-a clang 15.0.0
armv8-clang1600                       | armv8-a clang 16.0.0
armv8-cclang1600                      | armv8-a clang 16.0.0
armv8-clang900                        | armv8-a clang 9.0.0
armv8-cclang900                       | armv8-a clang 9.0.0
armv8-oclcclang900                    | armv8-a clang 9.0.0
armv8-clang901                        | armv8-a clang 9.0.1
armv8-cclang901                       | armv8-a clang 9.0.1
armv8-oclcclang901                    | armv8-a clang 9.0.1
spirv32-cpp4oclclang-trunk            | clang & llvm-spirv (trunk)
spirv64-cpp4oclclang-trunk            | clang & llvm-spirv (trunk)
spirv32-oclcclang-trunk               | clang & llvm-spirv (trunk)
spirv64-oclcclang-trunk               | clang & llvm-spirv (trunk)
spirv32-cpp4oclclang-trunk-assertions | clang & llvm-spirv (trunk, assertions)
spirv64-cpp4oclclang-trunk-assertions | clang & llvm-spirv (trunk, assertions)
spirv32-oclcclang-trunk-assertions    | clang & llvm-spirv (trunk, assertions)
spirv64-oclcclang-trunk-assertions    | clang & llvm-spirv (trunk, assertions)
irclang-assertions-trunk              | clang (assertions trunk)
irclangtrunk                          | clang (trunk)
irclang1000                           | clang 10.0.0
irclang1001                           | clang 10.0.1
irclang1100                           | clang 11.0.0
irclang1101                           | clang 11.0.1
irclang1200                           | clang 12.0.0
irclang1201                           | clang 12.0.1
irclang1300                           | clang 13.0.0
irclang1400                           | clang 14.0.0
irclang1500                           | clang 15.0.0
irclang1600                           | clang 16.0.0
irclang401                            | clang 4.0.1
irclang500                            | clang 5.0.0
irclang600                            | clang 6.0.0
irclang700                            | clang 7.0.0
cuclang700                            | clang 7.0.0 sm_70 CUDA-9.1
irclang800                            | clang 8.0.0
cuclang800                            | clang 8.0.0 sm_75 CUDA-10.0
irclang900                            | clang 9.0.0
cuclang900                            | clang 9.0.0 sm_75 CUDA-10.1
hipclang-rocm-40502                   | clang rocm-4.5.2
hipclang-rocm-50002                   | clang rocm-5.0.2
hipclang-rocm-50103                   | clang rocm-5.1.3
hipclang-rocm-50203                   | clang rocm-5.2.3
hipclang-rocm-50302                   | clang rocm-5.3.2
hiptrunk                              | clang trunk
cpp4oclclspv                          | clspv (trunk)
clspv                                 | clspv (trunk)
cpp4oclclvk                           | clvk-like (based on clspv trunk)
clvk                                  | clvk-like (based on clspv trunk)
cppfront_trunk                        | cppfront trunk
cproc-master                          | cproc-master
dmd20783                              | dmd 2.078.3
dmd20790                              | dmd 2.079.0
dmd20791                              | dmd 2.079.1
dmd20801                              | dmd 2.080.1
dmd20812                              | dmd 2.081.2
dmd20820                              | dmd 2.082.0
dmd20890                              | dmd 2.089.0
dmd20920                              | dmd 2.092.0
dmd20942                              | dmd 2.094.2
dmd2nightly                           | dmd nightly
ellcc0133                             | ellcc 0.1.33
ellcc0134                             | ellcc 0.1.34
ellcc170716                           | ellcc 2017-07-16
flangtrunknew                         | flang-trunk (flang-new)
flangtrunk                            | flang-trunk (old)
gdctrunk                              | gdc (trunk)
gdc101                                | gdc 10.1
gdc102                                | gdc 10.2
gdc111                                | gdc 11.1
gdc113                                | gdc 11.3
gdc121                                | gdc 12.1
gdc122                                | gdc 12.2
gdc48                                 | gdc 4.8.2
gdc49                                 | gdc 4.9.3
gdc52                                 | gdc 5.2.0
gdc92                                 | gdc 9.2
gdc93                                 | gdc 9.3
gdc95                                 | gdc 9.5
gdcmips1210                           | gdc mips 12.1.0
gdcmips1220                           | gdc mips 12.2.0
gdcmips641210                         | gdc mips64 12.1.0
gdcmips641220                         | gdc mips64 12.2.0
gdcmipsel1210                         | gdc mipsel 12.1.0
gdcmipsel1220                         | gdc mipsel 12.2.0
gdcppc1210                            | gdc powerpc 12.1.0
gdcppc1220                            | gdc powerpc 12.2.0
gdcppc641210                          | gdc powerpc64 12.1.0
gdcppc641220                          | gdc powerpc64 12.2.0
gdcppc64le1210                        | gdc powerpc64le 12.1.0
gdcppc64le1220                        | gdc powerpc64le 12.2.0
gdcs390x1210                          | gdc s390x 12.1.0
gdcs390x1220                          | gdc s390x 12.2.0
ispc-templates_new-trunk              | ispc (templates_new)
ispc-trunk                            | ispc (trunk)
ispc1100                              | ispc 1.10.0
ispc1110                              | ispc 1.11.0
ispc1120                              | ispc 1.12.0
ispc1130                              | ispc 1.13.0
ispc1140                              | ispc 1.14.0
ispc1141                              | ispc 1.14.1
ispc1150                              | ispc 1.15.0
ispc1160                              | ispc 1.16.0
ispc1161                              | ispc 1.16.1
ispc1170                              | ispc 1.17.0
ispc1180                              | ispc 1.18.0
ispc1190                              | ispc 1.19.0
ispc191                               | ispc 1.9.1
ispc192                               | ispc 1.9.2
selfhosted                            | jakt (trunk)
java1102                              | jdk 11.0.2
java1201                              | jdk 12.0.1
java1302                              | jdk 13.0.2
java1402                              | jdk 14.0.2
java1502                              | jdk 15.0.2
java1601                              | jdk 16.0.1
java1700                              | jdk 17.0.0
java1800                              | jdk 18.0.0
kotlinc1400                           | kotlinc 1.4.0
kotlinc1410                           | kotlinc 1.4.10
kotlinc1420                           | kotlinc 1.4.20
kotlinc1421                           | kotlinc 1.4.21
kotlinc1430                           | kotlinc 1.4.30
kotlinc1431                           | kotlinc 1.4.31
kotlinc1432                           | kotlinc 1.4.32
kotlinc1500                           | kotlinc 1.5.0
kotlinc1510                           | kotlinc 1.5.10
kotlinc1520                           | kotlinc 1.5.20
kotlinc1521                           | kotlinc 1.5.21
kotlinc1530                           | kotlinc 1.5.30
kotlinc1531                           | kotlinc 1.5.31
kotlinc1600                           | kotlinc 1.6.0
kotlinc1610                           | kotlinc 1.6.10
kotlinc1620                           | kotlinc 1.6.20
kotlinc1700                           | kotlinc 1.7.0
kotlinc1800                           | kotlinc 1.8.0
kotlinc1810                           | kotlinc 1.8.10
ldc017                                | ldc 0.17.2
ldc100                                | ldc 1.0.0
ldc110                                | ldc 1.1.0
ldc1_10                               | ldc 1.10.0
ldc1_11                               | ldc 1.11.0
ldc1_12                               | ldc 1.12.0
ldc1_13                               | ldc 1.13.0
ldc1_14                               | ldc 1.14.0
ldc1_15                               | ldc 1.15.0
ldc1_16                               | ldc 1.16.0
ldc1_17                               | ldc 1.17.0
ldc1_18                               | ldc 1.18.0
ldc1_19                               | ldc 1.19.0
ldc120                                | ldc 1.2.0
ldc1_20                               | ldc 1.20.0
ldc1_21                               | ldc 1.21.0
ldc1_22                               | ldc 1.22.0
ldc1_23                               | ldc 1.23.0
ldc1_24                               | ldc 1.24.0
ldc1_25                               | ldc 1.25.1
ldc1_26                               | ldc 1.26.0
ldc1_27                               | ldc 1.27.1
ldc1_28                               | ldc 1.28.1
ldc1_29                               | ldc 1.29.0
ldc130                                | ldc 1.3.0
ldc1_30                               | ldc 1.30.0
ldc1_31                               | ldc 1.31.0
ldc140                                | ldc 1.4.0
ldc150                                | ldc 1.5.0
ldc160                                | ldc 1.6.0
ldc170                                | ldc 1.7.0
ldc180                                | ldc 1.8.0
ldc190                                | ldc 1.9.0
ldcbeta                               | ldc beta
ldclatestci                           | ldc latest CI
llc-assertions-trunk                  | llc (assertions trunk)
mirllc-assertions-trunk               | llc (assertions trunk)
llctrunk                              | llc (trunk)
mirllctrunk                           | llc (trunk)
llc1000                               | llc 10.0.0
mirllc1000                            | llc 10.0.0
llc1001                               | llc 10.0.1
mirllc1001                            | llc 10.0.1
llc1100                               | llc 11.0.0
mirllc1100                            | llc 11.0.0
llc1101                               | llc 11.0.1
mirllc1101                            | llc 11.0.1
llc1200                               | llc 12.0.0
mirllc1200                            | llc 12.0.0
llc1201                               | llc 12.0.1
mirllc1201                            | llc 12.0.1
llc1300                               | llc 13.0.0
mirllc1300                            | llc 13.0.0
llc1400                               | llc 14.0.0
mirllc1400                            | llc 14.0.0
llc1500                               | llc 15.0.0
mirllc1500                            | llc 15.0.0
llc1600                               | llc 16.0.0
llc32                                 | llc 3.2
mirllc32                              | llc 3.2
llc33                                 | llc 3.3
mirllc33                              | llc 3.3
llc391                                | llc 3.9.1
mirllc391                             | llc 3.9.1
llc400                                | llc 4.0.0
mirllc400                             | llc 4.0.0
llc401                                | llc 4.0.1
mirllc401                             | llc 4.0.1
llc500                                | llc 5.0.0
mirllc500                             | llc 5.0.0
llc600                                | llc 6.0.0
mirllc600                             | llc 6.0.0
llc700                                | llc 7.0.0
mirllc700                             | llc 7.0.0
llc800                                | llc 8.0.0
mirllc800                             | llc 8.0.0
llc900                                | llc 9.0.0
mirllc900                             | llc 9.0.0
llvm-mca-assertions-trunk             | llvm-mca (assertions trunk)
llvm-mcatrunk                         | llvm-mca (trunk)
mos-atari8-trunk                      | llvm-mos atari 8-bit
cmos-atari8-trunk                     | llvm-mos atari 8-bit
mos-cx16-trunk                        | llvm-mos commander X16
cmos-cx16-trunk                       | llvm-mos commander X16
mos-c64-trunk                         | llvm-mos commodore 64
cmos-c64-trunk                        | llvm-mos commodore 64
mos-mega65-trunk                      | llvm-mos mega65
cmos-mega65-trunk                     | llvm-mos mega65
mos-nes-cnrom-trunk                   | llvm-mos nes-cnrom
cmos-nes-cnrom-trunk                  | llvm-mos nes-cnrom
mos-nes-mmc1-trunk                    | llvm-mos nes-mmc1
cmos-nes-mmc1-trunk                   | llvm-mos nes-mmc1
mos-nes-mmc3-trunk                    | llvm-mos nes-mmc3
cmos-nes-mmc3-trunk                   | llvm-mos nes-mmc3
mos-nes-nrom-trunk                    | llvm-mos nes-nrom
cmos-nes-nrom-trunk                   | llvm-mos nes-nrom
mos-osi-c1p-trunk                     | llvm-mos osi-c1p
cmos-osi-c1p-trunk                    | llvm-mos osi-c1p
loongarch64g1220                      | loongarch64 gcc 12.2.0
cloongarch64g1220                     | loongarch64 gcc 12.2.0
objcloongarch64g1220                  | loongarch64 gcc 12.2.0
cmipselg1210                          | mips (el) gcc 12.1.0
cmipselg1220                          | mips (el) gcc 12.2.0
objcmipselg1220                       | mips (el) gcc 12.2.0
cmips5el                              | mips (el) gcc 5.4
mips-clang1300                        | mips clang 13.0.0
mips-cclang1300                       | mips clang 13.0.0
mips-clang1400                        | mips clang 14.0.0
mips-cclang1400                       | mips clang 14.0.0
mips-clang1500                        | mips clang 15.0.0
mips-cclang1500                       | mips clang 15.0.0
mips-clang1600                        | mips clang 16.0.0
mips-cclang1600                       | mips clang 16.0.0
mips1120                              | mips gcc 11.2.0
cmips1120                             | mips gcc 11.2.0
mipsg1210                             | mips gcc 12.1.0
cmipsg1210                            | mips gcc 12.1.0
mipsg1220                             | mips gcc 12.2.0
cmipsg1220                            | mips gcc 12.2.0
objcmipsg1220                         | mips gcc 12.2.0
mips5                                 | mips gcc 5.4
cmips5                                | mips gcc 5.4
mips930                               | mips gcc 9.3.0 (codescape)
cmips930                              | mips gcc 9.3.0 (codescape)
gnatmips1120                          | mips gnat 11.2.0
gnatmips1210                          | mips gnat 12.1.0
gnatmips1220                          | mips gnat 12.2.0
mips64elg1210                         | mips64 (el) gcc 12.1.0
cmips64elg1210                        | mips64 (el) gcc 12.1.0
mips64elg1220                         | mips64 (el) gcc 12.2.0
cmips64elg1220                        | mips64 (el) gcc 12.2.0
objcmips64elg1220                     | mips64 (el) gcc 12.2.0
mips564el                             | mips64 (el) gcc 5.4
mips64-clang1300                      | mips64 clang 13.0.0
mips64-cclang1300                     | mips64 clang 13.0.0
mips64-clang1400                      | mips64 clang 14.0.0
mips64-cclang1400                     | mips64 clang 14.0.0
mips64-clang1500                      | mips64 clang 15.0.0
mips64-cclang1500                     | mips64 clang 15.0.0
mips64-clang1600                      | mips64 clang 16.0.0
mips64-cclang1600                     | mips64 clang 16.0.0
mips112064                            | mips64 gcc 11.2.0
cmips112064                           | mips64 gcc 11.2.0
mips64g1210                           | mips64 gcc 12.1.0
cmips64g1210                          | mips64 gcc 12.1.0
mips64g1220                           | mips64 gcc 12.2.0
cmips64g1220                          | mips64 gcc 12.2.0
mips564                               | mips64 gcc 5.4
cmips564                              | mips64 gcc 5.4
gnatmips641120                        | mips64 gnat 11.2.0
gnatmips641210                        | mips64 gnat 12.1.0
gnatmips641220                        | mips64 gnat 12.2.0
mips64el-clang1300                    | mips64el clang 13.0.0
mips64el-cclang1300                   | mips64el clang 13.0.0
mips64el-clang1400                    | mips64el clang 14.0.0
mips64el-cclang1400                   | mips64el clang 14.0.0
mips64el-clang1500                    | mips64el clang 15.0.0
mips64el-cclang1500                   | mips64el clang 15.0.0
mips64el-clang1600                    | mips64el clang 16.0.0
mips64el-cclang1600                   | mips64el clang 16.0.0
mipsel-clang1300                      | mipsel clang 13.0.0
mipsel-cclang1300                     | mipsel clang 13.0.0
mipsel-clang1400                      | mipsel clang 14.0.0
mipsel-cclang1400                     | mipsel clang 14.0.0
mipsel-clang1500                      | mipsel clang 15.0.0
mipsel-cclang1500                     | mipsel clang 15.0.0
mipsel-clang1600                      | mipsel clang 16.0.0
mipsel-cclang1600                     | mipsel clang 16.0.0
mipselg1210                           | mipsel gcc 12.1.0
mipselg1220                           | mipsel gcc 12.2.0
mips5el                               | mipsel gcc 5.4
mrustc-master                         | mrustc (master)
cnanomips630                          | nanoMIPS gcc 6.3.0
nanomips630                           | nanoMIPS gcc 6.3.0 (mtk)
nimtrunk                              | nim (trunk)
nim104                                | nim 1.0.4
nim106                                | nim 1.0.6
nim120                                | nim 1.2.0
nim142                                | nim 1.4.2
nim144                                | nim 1.4.4
nim146                                | nim 1.4.6
nim148                                | nim 1.4.8
nim160                                | nim 1.6.0
opt-assertions-trunk                  | opt (assertions trunk)
opttrunk                              | opt (trunk)
opt1000                               | opt 10.0.0
opt1001                               | opt 10.0.1
opt1100                               | opt 11.0.0
opt1101                               | opt 11.0.1
opt1200                               | opt 12.0.0
opt1201                               | opt 12.0.1
opt1300                               | opt 13.0.0
opt1400                               | opt 14.0.0
opt1500                               | opt 15.0.0
opt1600                               | opt 16.0.0
opt32                                 | opt 3.2
opt33                                 | opt 3.3
opt391                                | opt 3.9.1
opt400                                | opt 4.0.0
opt401                                | opt 4.0.1
opt500                                | opt 5.0.0
opt600                                | opt 6.0.0
opt700                                | opt 7.0.0
opt800                                | opt 8.0.0
opt900                                | opt 9.0.0
cppx_p1240r1                          | p1240r1
cppx_p1240r2                          | p1240r2 trunk
cppx_p2320                            | p2320 trunk
p0332                                 | ponyc 0.33.2
p0341                                 | ponyc 0.34.1
p0351                                 | ponyc 0.35.1
p0360                                 | ponyc 0.36.0
p0370                                 | ponyc 0.37.0
p0383                                 | ponyc 0.38.3
p0391                                 | ponyc 0.39.1
p0400                                 | ponyc 0.40.0
p0412                                 | ponyc 0.41.2
p0420                                 | ponyc 0.42.0
p0432                                 | ponyc 0.43.2
p0440                                 | ponyc 0.44.0
p0452                                 | ponyc 0.45.2
p0460                                 | ponyc 0.46.0
p0470                                 | ponyc 0.47.0
p0480                                 | ponyc 0.48.0
p0491                                 | ponyc 0.49.1
p0500                                 | ponyc 0.50.0
p0511                                 | ponyc 0.51.1
ponynightly                           | ponyc nightly
ppcg1120                              | power gcc 11.2.0
cppcg1120                             | power gcc 11.2.0
ppcg1210                              | power gcc 12.1.0
cppcg1210                             | power gcc 12.1.0
ppcg1220                              | power gcc 12.2.0
cppcg1220                             | power gcc 12.2.0
ppcg48                                | power gcc 4.8.5
cppcg48                               | power gcc 4.8.5
fppc64g8                              | power64 AT12.0
ppc64g8                               | power64 AT12.0 (gcc8)
cppc64g8                              | power64 AT12.0 (gcc8)
fppc64g9                              | power64 AT13.0
ppc64g9                               | power64 AT13.0 (gcc9)
cppc64g9                              | power64 AT13.0 (gcc9)
ppc64g1120                            | power64 gcc 11.2.0
cppc64g1120                           | power64 gcc 11.2.0
ppc64g1210                            | power64 gcc 12.1.0
cppc64g1210                           | power64 gcc 12.1.0
ppc64g1220                            | power64 gcc 12.2.0
cppc64g1220                           | power64 gcc 12.2.0
fppc64leg8                            | power64le AT12.0
ppc64leg8                             | power64le AT12.0 (gcc8)
cppc64leg8                            | power64le AT12.0 (gcc8)
fppc64leg9                            | power64le AT13.0
ppc64leg9                             | power64le AT13.0 (gcc9)
cppc64leg9                            | power64le AT13.0 (gcc9)
ppc64leclang                          | power64le clang (trunk)
cppc64leclang                         | power64le clang (trunk)
ppc64leg1120                          | power64le gcc 11.2.0
cppc64leg1120                         | power64le gcc 11.2.0
ppc64leg1210                          | power64le gcc 12.1.0
cppc64leg1210                         | power64le gcc 12.1.0
ppc64leg1220                          | power64le gcc 12.2.0
cppc64leg1220                         | power64le gcc 12.2.0
ppc64leg630                           | power64le gcc 6.3.0
cppc64leg630                          | power64le gcc 6.3.0
